measure,query_id,value
nDCG@10,962179,0.9363792118010483
nDCG@10,148538,0.5455829871319853
nDCG@10,359349,0.8346870265100178
nDCG@10,1112341,0.6456523789910974
nDCG@10,1124210,0.41390760035612234
nDCG@10,443396,0.7106775978638897
nDCG@10,1113437,0.31261951836893054
nDCG@10,156493,1.0
nDCG@10,573724,0.6191933715283682
nDCG@10,1037798,0.2654987645188441
nDCG@10,264014,0.8916453291853327
nDCG@10,451602,0.6689976355090016
nDCG@10,1106007,0.7984596733983529
nDCG@10,1103812,0.769607094404868
nDCG@10,87181,0.84611478398867
nDCG@10,1129237,0.7239353329575935
nDCG@10,1110199,0.6268239560241906
nDCG@10,1063750,0.810044521833171
nDCG@10,104861,0.933745776545611
nDCG@10,207786,0.4903155339065012
nDCG@10,1121709,0.9049570206369816
nDCG@10,87452,0.5571525547729232
nDCG@10,1114646,0.8102143392719096
nDCG@10,146187,0.9083247466157296
nDCG@10,1133167,0.6878735960663173
nDCG@10,915593,0.8548099693632182
nDCG@10,1117099,0.9716189607861262
nDCG@10,1115776,0.8439194932821514
nDCG@10,131843,0.9305687780632227
nDCG@10,833860,0.9305687780632227
nDCG@10,490595,0.6454303843965651
nDCG@10,405717,0.6550669604471745
nDCG@100,489204,0.13762359790015458
nDCG@100,527433,0.5725337726839588
nDCG@100,1121402,0.9445489488598745
nDCG@100,1114819,0.8339332451997453
nDCG@100,183378,0.8673983024992441
nDCG@100,855410,0.9906609666436669
nDCG@100,19335,0.4247243605366824
nDCG@100,47923,0.5081271724413897
nDCG@100,182539,0.8206324925095425
nDCG@100,130510,0.9226255862111792
nDCG@100,168216,0.9250864540047389
nDCG@100,962179,0.9058726636017408
nDCG@100,148538,0.40968759751015965
nDCG@100,359349,0.7881468123819861
nDCG@100,1112341,0.2787577522220952
nDCG@100,1124210,0.21568158795056483
nDCG@100,443396,0.3262849973719439
nDCG@100,1113437,0.5308082708650227
nDCG@100,156493,0.8965119517967528
nDCG@100,573724,0.759582557149983
nDCG@100,1037798,0.3044050016092847
nDCG@100,264014,0.8872707818982687
nDCG@100,451602,0.37195858899175466
nDCG@100,1106007,0.6786319853397723
nDCG@100,1103812,0.7656806761739746
nDCG@100,87181,0.6998477779354484
nDCG@100,1129237,0.8434579605643507
nDCG@100,1110199,0.5570468810746851
nDCG@100,1063750,0.6634210741941414
nDCG@100,104861,0.7243398579029033
nDCG@100,207786,0.7516363697498779
nDCG@100,1121709,0.9327697039646934
nDCG@100,87452,0.4950415448116252
nDCG@100,1114646,0.8161340444830467
nDCG@100,146187,0.8286461839276575
nDCG@100,1133167,0.939190816653372
nDCG@100,915593,0.4132657117480155
nDCG@100,1117099,0.543373833447777
nDCG@100,1115776,0.850524927321906
nDCG@100,131843,0.5585767418106258
nDCG@100,833860,0.8149472054639613
nDCG@100,490595,0.7611679804804976
nDCG@100,405717,0.792498590877469
nDCG@20,489204,0.15975428956248558
nDCG@20,527433,0.6231249242803403
nDCG@20,1121402,0.8878133849725174
nDCG@20,1114819,0.7617947638225312
nDCG@20,183378,1.0
nDCG@20,855410,1.0
nDCG@20,19335,0.4279870588429485
nDCG@20,47923,0.6236740782285303
nDCG@20,182539,0.8583958052325156
nDCG@20,130510,0.9143435184057166
nDCG@20,168216,0.9409993404011557
nDCG@20,962179,0.7670549167227072
nDCG@20,148538,0.5331528020885559
nDCG@20,359349,0.907589715758773
nDCG@20,1112341,0.54976221202537
nDCG@20,1124210,0.2950241055852921
nDCG@20,443396,0.5493408328090863
nDCG@20,1113437,0.33963884159963265
nDCG@20,156493,1.0
nDCG@20,573724,0.6380595063690228
nDCG@20,1037798,0.2509803012598288
nDCG@20,264014,0.8279707099190969
nDCG@20,451602,0.668271825813219
nDCG@20,1106007,0.8106123083947221
nDCG@20,1103812,0.7793844993903211
nDCG@20,87181,0.7402732853991182
nDCG@20,1129237,0.7402452740090263
nDCG@20,1110199,0.47280077273689824
nDCG@20,1063750,0.8713344174954111
nDCG@20,104861,0.820191148239455
nDCG@20,207786,0.6407042906662985
nDCG@20,1121709,0.8459275345890701
nDCG@20,87452,0.5270154227893171
nDCG@20,1114646,0.8272898643801687
nDCG@20,146187,0.7820288781804644
nDCG@20,1133167,0.7734935736667148
nDCG@20,915593,0.6374639866828606
nDCG@20,1117099,0.8735253929582297
nDCG@20,1115776,0.7736148903300116
nDCG@20,131843,0.786568791273464
nDCG@20,833860,0.9269700334359492
nDCG@20,490595,0.6280043002563567
nDCG@20,405717,0.7354984556516475
nDCG@3,489204,0.2149296749630493
nDCG@3,527433,0.8230929086742522
nDCG@3,1121402,1.0
nDCG@3,1114819,0.6666666666666667
nDCG@3,183378,1.0
nDCG@3,855410,1.0
nDCG@3,19335,0.6089343949810363
nDCG@3,47923,0.48975957534091885
nDCG@3,182539,0.834835908247115
nDCG@3,130510,0.8435737579924145
nDCG@3,168216,0.9217868789962073
nDCG@3,962179,1.0
nDCG@3,148538,0.36161648742095504
nDCG@3,359349,0.6666666666666667
nDCG@3,1112341,0.8435737579924145
nDCG@3,1124210,0.6666666666666667
nDCG@3,443396,1.0
nDCG@3,1113437,0.3393978490514598
nDCG@3,156493,1.0
nDCG@3,573724,0.5
nDCG@3,1037798,0.3212043018970804
nDCG@3,264014,0.9217868789962073
nDCG@3,451602,0.5474918470265493
nDCG@3,1106007,0.8230929086742522
nDCG@3,1103812,0.8435737579924145
nDCG@3,87181,1.0
nDCG@3,1129237,0.7653606369886218
nDCG@3,1110199,0.6089343949810363
nDCG@3,1063750,0.6666666666666667
nDCG@3,104861,1.0
nDCG@3,207786,0.5865984075284455
nDCG@3,1121709,0.8826803184943108
nDCG@3,87452,0.6089343949810363
nDCG@3,1114646,1.0
nDCG@3,146187,0.9049765583210164
nDCG@3,1133167,0.6666666666666667
nDCG@3,915593,0.9217868789962073
nDCG@3,1117099,1.0
nDCG@3,1115776,0.9151505377371351
nDCG@3,131843,1.0
nDCG@3,833860,0.901306029678045
nDCG@3,490595,0.43202730365528846
nDCG@3,405717,0.617319681505689
